Age,Education,Marital_Status,Income,Kids,Dt_Customer,Recency,Complain,Wines,Fruits,Meat,Fish,Sweets,Gold,Total_Spent,Deals,Acc_Cmp1,Acc_Cmp2,Acc_Cmp3,Acc_Cmp4,Acc_Cmp5,Response,Store,Catalog,Webs,Web_Visist
67,Postgraduate,Together,51381.5,3,2012-11-19,4,False,230,42,192,49,37,53,603,12,False,False,False,False,False,False,8,2,7,9
67,Graduate,Single,51381.5,2,2014-05-27,45,False,7,0,8,2,0,1,18,1,False,False,False,False,False,False,2,0,1,7
51,Postgraduate,Together,51381.5,0,2013-11-23,87,False,445,37,359,98,28,18,985,1,False,False,False,False,False,False,8,4,2,1
52,Postgraduate,Single,42394.0,1,2014-03-23,69,False,15,2,10,0,1,4,32,1,False,False,False,False,False,False,3,0,1,7
54,Postgraduate,Together,23626.0,1,2014-05-24,84,False,27,2,14,0,0,0,43,3,False,False,False,False,False,False,3,1,3,5
41,Graduate,Together,30096.0,1,2014-05-22,30,False,5,3,11,12,5,9,45,1,False,False,False,False,False,False,3,0,2,6
64,Graduate,Single,47916.0,1,2012-11-22,72,False,505,0,26,0,0,75,606,5,False,False,False,True,False,False,6,4,7,6
52,Graduate,Single,51813.0,2,2013-04-11,37,False,51,2,7,0,1,2,63,2,False,False,False,False,False,False,3,0,2,7
73,Undergraduate,Together,78497.0,0,2013-12-01,44,False,207,26,447,75,0,223,978,1,True,False,False,False,False,False,12,7,5,2
41,Postgraduate,Together,50150.0,0,2013-06-20,32,False,135,46,92,65,61,11,410,2,False,False,False,False,False,False,7,2,5,5
64,Undergraduate,Single,47823.0,1,2013-07-23,0,False,53,1,5,2,1,10,72,2,False,False,False,False,False,False,3,0,2,8
65,Postgraduate,Single,34554.0,1,2014-03-30,43,False,41,1,6,2,0,5,55,2,False,False,False,False,False,False,3,0,2,6
45,Graduate,Together,85693.0,1,2013-04-20,59,False,386,172,183,185,132,111,1169,2,False,False,False,False,False,False,11,5,9,5
79,Postgraduate,Together,65846.0,0,2013-05-17,68,False,562,81,276,80,40,81,1120,1,False,False,False,False,False,False,6,3,6,4
65,Graduate,Together,87195.0,0,2014-05-08,35,False,217,76,690,50,26,38,1097,1,False,False,False,False,False,True,5,11,3,1
45,Undergraduate,Together,24594.0,1,2013-12-10,94,False,1,3,6,10,0,9,29,1,False,False,False,False,False,False,3,0,1,5
60,Graduate,Together,49096.0,2,2013-09-24,15,False,144,1,32,2,1,7,187,4,False,False,False,False,False,False,4,1,4,7
55,Graduate,Together,52413.0,2,2013-02-02,56,False,295,106,271,75,98,65,910,4,False,False,False,False,False,False,12,4,6,6
46,Graduate,Single,38557.0,1,2012-12-19,17,False,76,3,31,4,4,27,145,2,False,False,False,False,False,False,3,1,3,7
64,Postgraduate,Together,89058.0,0,2012-12-07,18,False,454,194,106,31,22,43,850,1,False,False,False,False,False,False,4,4,5,2
45,Graduate,Together,77298.0,1,2013-11-02,46,False,425,115,292,23,35,79,969,1,False,False,False,False,False,False,11,6,6,3
33,Postgraduate,Single,68126.0,0,2012-11-10,40,False,1332,17,311,23,51,86,1820,1,False,False,False,True,False,True,5,4,7,9
61,Postgraduate,Together,57288.0,1,2014-06-25,27,False,527,0,21,0,0,60,608,3,False,False,False,True,False,False,8,1,8,6
33,Graduate,Single,86037.0,0,2013-01-02,95,False,490,44,125,29,20,22,730,1,False,False,False,True,True,True,11,7,6,3
44,Postgraduate,Together,43974.0,1,2012-12-12,19,False,378,0,101,0,0,72,551,5,False,False,False,False,False,False,6,4,6,7
62,Graduate,Single,50785.0,2,2013-09-10,27,False,64,1,21,0,1,27,114,2,False,False,False,False,False,False,3,1,2,6
54,Graduate,Together,90765.0,0,2014-01-24,25,False,547,99,812,151,82,33,1724,0,True,False,False,False,True,False,5,6,4,1
46,Undergraduate,Together,36550.0,1,2013-02-19,74,False,47,90,94,123,103,120,577,5,False,False,False,False,False,False,5,1,9,9
57,Undergraduate,Together,30753.0,2,2013-07-11,85,False,12,5,25,0,9,30,81,2,False,False,False,False,False,False,3,1,1,5
55,Graduate,Together,21918.0,1,2013-11-14,37,False,1,6,7,11,5,3,33,2,False,False,False,False,False,False,3,0,2,6
71,Postgraduate,Together,56129.0,1,2013-06-20,65,False,320,48,133,39,72,48,660,4,False,False,False,False,False,False,10,2,6,4
57,Postgraduate,Single,32557.0,1,2014-02-24,13,False,34,3,29,0,4,10,80,3,False,False,False,False,False,True,3,1,2,5
39,Postgraduate,Together,19510.0,2,2013-09-04,63,False,9,0,7,3,4,7,30,2,False,False,False,False,False,False,3,0,1,7
48,Graduate,Single,30992.0,1,2013-04-22,83,False,17,0,14,7,3,2,43,1,False,False,False,False,False,False,3,0,1,7
41,Graduate,Single,101970.0,0,2013-03-12,69,False,722,27,102,44,72,168,1135,0,True,False,False,True,True,True,13,8,6,2
59,Undergraduate,Together,71488.0,0,2013-02-18,87,False,162,33,124,40,28,172,559,2,False,False,False,False,False,False,7,4,3,1
40,Graduate,Single,79607.0,0,2013-04-21,37,False,450,133,951,173,0,216,1923,1,False,False,False,False,False,True,6,6,3,1
71,Postgraduate,Together,54348.0,2,2014-06-08,51,False,70,0,16,0,0,4,90,2,False,False,False,False,False,False,4,0,2,6
63,Postgraduate,Together,51381.5,1,2013-07-11,23,False,352,0,27,10,0,15,404,3,False,False,False,False,False,False,7,1,6,6
68,Postgraduate,Together,77376.0,2,2014-05-10,72,False,492,19,110,16,12,12,661,4,False,False,False,False,False,False,10,3,6,4
72,Graduate,Together,62998.0,1,2013-09-30,10,False,120,58,73,65,89,58,463,5,False,False,False,False,False,False,5,4,5,5
66,Postgraduate,Single,61331.0,2,2013-03-10,42,False,534,5,47,0,5,41,632,5,False,False,False,False,False,False,6,1,11,8
55,Graduate,Together,73448.0,0,2014-02-10,10,False,236,106,189,23,41,130,725,1,False,False,False,False,False,False,9,2,7,4
61,Graduate,Together,51381.5,1,2013-08-11,96,False,231,65,196,38,71,124,725,1,False,False,False,False,False,False,7,5,6,4
60,Postgraduate,Together,41551.0,2,2013-08-14,51,False,220,0,33,3,0,23,279,5,False,False,False,False,False,False,5,1,5,8
57,Postgraduate,Together,62981.0,0,2013-03-17,21,False,796,14,590,38,44,0,1482,1,False,False,False,True,False,False,13,5,4,3
48,Undergraduate,Single,9548.0,1,2012-08-08,31,False,0,1,3,10,6,9,29,2,False,False,False,False,False,False,3,0,1,8
65,Postgraduate,Together,33762.0,3,2013-07-07,61,False,53,1,34,2,0,16,106,3,False,False,False,False,False,False,2,2,2,8
51,Postgraduate,Single,35860.0,2,2014-05-19,37,False,15,0,8,4,2,20,49,2,False,False,True,False,False,True,2,1,1,5
59,Postgraduate,Single,36921.0,2,2013-07-28,74,False,17,1,12,3,1,4,38,2,False,False,False,False,False,False,3,0,2,7
32,Postgraduate,Single,92859.0,0,2012-10-19,46,False,962,61,921,52,61,20,2077,1,False,False,False,False,False,False,12,4,5,2
48,Postgraduate,Together,65104.0,1,2013-11-14,4,False,738,0,232,13,20,50,1053,2,False,False,False,False,False,True,7,5,3,7
62,Graduate,Together,86111.0,0,2013-04-19,73,False,399,28,756,36,40,126,1385,1,False,False,False,False,False,False,10,7,5,2
50,Postgraduate,Single,68352.0,1,2013-08-28,47,False,614,16,132,43,33,33,871,3,False,False,False,False,False,False,9,5,8,6
36,Graduate,Together,41883.0,1,2013-03-19,13,False,32,34,41,73,16,116,312,3,False,False,False,False,False,False,3,2,4,7
48,Graduate,Together,59809.0,2,2012-10-18,36,False,598,16,141,32,41,49,877,3,False,False,False,False,False,False,6,3,3,8
49,Graduate,Together,23957.0,1,2012-10-28,47,False,2,1,18,20,11,16,68,1,False,False,False,False,False,True,3,0,2,6
43,Graduate,Together,38547.0,1,2013-08-28,49,True,6,1,10,0,1,4,22,1,False,False,False,False,False,False,2,0,1,8
51,Undergraduate,Together,35688.0,3,2012-08-22,94,False,73,3,90,12,1,32,211,7,False,False,False,False,False,False,4,1,4,8
58,Postgraduate,Together,49605.0,0,2014-06-21,65,False,42,16,29,12,20,8,127,1,False,False,False,False,False,False,4,1,2,3
71,Postgraduate,Together,59354.0,2,2014-04-24,59,False,295,21,78,39,13,13,459,1,False,False,False,False,False,False,7,4,4,3
55,Graduate,Together,65747.0,1,2014-03-07,96,False,346,17,48,23,13,13,460,4,False,False,False,True,False,False,6,1,8,6
52,Undergraduate,Together,46344.0,1,2012-12-14,28,False,233,20,57,8,20,91,429,4,False,False,False,False,False,False,5,1,7,7
36,Graduate,Single,34176.0,1,2014-05-12,12,False,5,7,24,19,14,20,89,4,False,False,False,False,False,False,4,0,3,6
72,Postgraduate,Together,61010.0,1,2012-10-09,57,False,888,0,57,0,0,76,1021,2,False,False,False,False,False,False,11,5,8,5
75,Graduate,Together,69372.0,0,2013-02-19,10,False,997,26,269,34,13,42,1381,1,False,False,False,True,True,True,6,4,10,4
66,Graduate,Single,49967.0,1,2013-07-08,4,False,212,6,69,4,12,3,306,3,False,False,False,False,False,False,5,1,6,7
46,Graduate,Single,60199.0,3,2013-09-12,49,False,8,1,7,2,0,0,18,1,False,False,False,False,False,False,3,0,0,4
47,Graduate,Together,55375.0,1,2013-10-17,3,False,42,11,57,10,28,14,162,1,False,False,False,False,False,False,6,1,1,2
69,Graduate,Single,80317.0,0,2013-08-20,64,False,536,11,387,149,91,57,1231,1,False,False,False,False,False,False,10,4,3,1
66,Postgraduate,Single,30523.0,3,2013-07-01,0,False,5,0,3,0,0,5,13,1,False,False,False,False,False,False,2,0,1,7
79,Postgraduate,Together,70356.0,0,2012-11-05,20,False,1349,16,249,43,16,33,1706,2,False,False,False,False,False,False,9,6,10,6
40,Graduate,Together,23228.0,1,2014-01-05,91,False,53,3,49,7,4,5,121,4,False,False,False,False,False,False,4,0,3,8
49,Postgraduate,Single,74165.0,0,2013-05-01,9,False,1001,12,240,16,12,12,1293,1,False,False,False,False,False,False,10,4,5,2
51,Postgraduate,Together,157243.0,1,2014-03-01,98,False,20,2,1582,1,2,1,1608,15,False,False,False,False,False,False,0,22,0,0
58,Graduate,Together,43482.0,3,2013-11-13,83,False,18,1,32,6,3,28,88,3,False,False,False,False,False,False,4,0,2,6
71,Graduate,Single,62551.0,0,2013-11-18,27,False,125,16,98,134,21,27,421,1,False,False,True,False,False,False,4,7,6,3
65,Graduate,Single,52332.0,0,2013-08-28,63,False,212,5,33,7,0,2,259,1,False,False,False,True,False,False,6,2,3,4
36,Graduate,Single,66951.0,0,2013-11-02,46,False,277,162,305,173,76,124,1117,1,False,False,False,False,False,False,7,4,3,1
67,Graduate,Together,26091.0,2,2014-02-25,84,False,15,10,19,8,17,20,89,3,False,False,False,False,False,False,3,1,2,5
59,Graduate,Together,33456.0,2,2014-04-21,58,False,7,3,10,8,1,7,36,2,False,False,False,False,False,False,3,0,1,7
42,Graduate,Together,28718.0,1,2013-07-13,78,False,12,4,6,11,8,16,57,2,False,False,False,False,False,False,3,0,2,8
54,Graduate,Together,50447.0,2,2014-04-21,4,False,85,7,24,2,3,27,148,1,False,False,False,False,False,False,3,1,3,6
65,Postgraduate,Together,53537.0,2,2014-01-30,17,False,81,0,6,0,0,6,93,2,False,False,False,False,False,False,3,1,2,5
57,Graduate,Single,52074.0,1,2014-04-04,77,False,59,0,12,0,0,48,119,1,False,False,True,False,False,False,2,2,2,4
49,Postgraduate,Together,80427.0,1,2012-09-12,56,False,1149,71,449,69,71,26,1835,1,False,False,False,False,False,False,8,8,11,5
76,Postgraduate,Together,83837.0,0,2012-12-16,79,False,847,66,119,86,89,111,1318,1,True,False,False,True,False,True,5,10,9,4
54,Postgraduate,Together,38853.0,2,2014-05-23,90,False,29,0,14,0,0,2,45,2,False,False,False,False,False,False,3,0,2,7
65,Graduate,Together,38285.0,3,2014-06-24,96,False,2,0,5,2,0,1,10,1,False,False,False,False,False,False,3,0,0,2
73,Undergraduate,Together,78497.0,0,2013-12-01,44,False,207,26,447,75,0,223,978,1,True,False,False,False,False,False,12,7,5,2
48,Postgraduate,Together,51650.0,1,2014-05-11,81,False,152,3,22,2,5,7,191,1,False,False,False,False,False,False,4,1,4,5
36,Undergraduate,Together,16248.0,1,2014-05-10,77,False,12,11,10,3,12,9,57,3,False,False,False,False,False,False,3,1,2,6
78,Postgraduate,Together,66835.0,0,2013-09-28,21,False,620,26,195,34,17,141,1033,1,False,False,False,False,False,False,13,4,6,2
40,Postgraduate,Together,30477.0,1,2014-01-22,16,False,47,1,6,0,0,12,66,1,False,False,False,False,False,False,3,1,1,6
63,Undergraduate,Together,28249.0,0,2014-06-15,80,False,1,9,7,2,14,10,43,1,False,False,False,False,False,False,3,0,2,6
41,Graduate,Together,25271.0,1,2012-12-05,45,False,10,1,18,10,4,7,50,1,False,False,False,False,False,False,2,1,1,9
54,Postgraduate,Single,32303.0,1,2014-03-08,63,False,35,0,2,0,0,2,39,2,False,False,False,False,False,False,4,0,1,5
58,Graduate,Together,61286.0,1,2013-08-02,34,False,356,0,107,19,9,117,608,2,False,False,False,False,False,False,8,1,7,5
48,Graduate,Together,74068.0,0,2013-03-19,14,False,783,30,537,140,76,15,1581,1,False,False,False,False,False,False,9,10,4,2
60,Postgraduate,Together,45759.0,2,2013-02-23,13,False,42,1,18,3,0,4,68,2,False,False,False,False,False,False,3,0,2,7
46,Undergraduate,Together,24882.0,1,2012-09-09,52,False,1,4,10,29,0,36,80,1,False,False,True,False,False,False,2,1,1,6
35,Postgraduate,Together,66973.0,0,2013-05-17,98,False,466,22,432,147,113,102,1282,1,False,False,False,False,False,False,12,7,8,3
36,Graduate,Together,38872.0,1,2013-05-30,93,False,23,3,21,3,19,22,91,2,False,False,False,False,False,False,3,0,3,8
51,Graduate,Together,51148.0,2,2013-02-18,38,False,235,6,45,8,9,12,315,4,False,False,False,False,False,False,6,1,5,6
47,Graduate,Together,31353.0,2,2013-12-29,24,False,10,0,10,3,1,7,31,2,False,False,False,False,False,False,2,1,1,8
44,Postgraduate,Together,69661.0,0,2014-05-13,80,False,656,16,106,32,16,8,834,1,False,False,False,False,False,False,12,3,7,3
70,Graduate,Together,80067.0,0,2013-09-19,82,False,519,17,813,27,173,51,1600,1,False,False,False,False,True,False,6,6,4,2
70,Graduate,Together,86718.0,0,2013-01-17,20,False,344,189,482,50,33,172,1270,1,False,False,False,False,False,False,5,6,5,2
51,Postgraduate,Single,46854.0,2,2014-03-31,81,False,96,1,79,7,1,79,263,6,False,False,True,False,False,True,3,1,5,8
72,Graduate,Single,69142.0,1,2014-06-29,50,False,448,4,34,6,4,39,535,3,False,False,False,True,False,False,7,1,8,5
56,Graduate,Single,75922.0,0,2013-12-09,60,False,265,138,553,224,23,92,1295,1,False,False,False,False,False,False,9,4,4,1
46,Graduate,Single,63693.0,1,2013-10-14,63,False,587,43,337,42,87,54,1150,3,False,False,False,False,False,False,9,6,11,6
47,Postgraduate,Together,102160.0,0,2012-11-02,54,False,763,29,138,76,176,58,1240,0,True,False,False,True,True,True,10,9,7,4
59,Postgraduate,Single,40637.0,2,2013-07-17,72,False,22,0,13,0,0,3,38,2,False,False,False,False,False,False,3,0,1,7
40,Postgraduate,Single,18890.0,0,2012-11-10,5,False,6,4,1,7,2,15,35,1,False,False,True,False,False,True,2,1,0,6
36,Graduate,Together,29604.0,1,2013-12-08,88,False,7,6,13,7,6,14,53,1,False,False,True,False,False,False,3,0,1,9
61,Postgraduate,Single,48721.0,2,2013-05-13,50,False,81,18,113,47,13,21,293,6,False,False,False,False,False,False,5,2,4,6
58,Graduate,Together,44794.0,1,2014-06-08,99,False,54,0,7,0,0,4,65,1,False,False,False,False,False,False,3,0,2,6
70,Graduate,Single,64497.0,1,2012-09-10,17,False,1170,48,320,42,32,192,1804,5,False,False,True,False,False,True,9,4,11,8
68,Graduate,Together,46097.0,1,2013-03-31,11,False,72,24,68,65,4,8,241,5,False,False,False,False,False,False,6,1,3,4
